Catalogue,Composition,Condition,Date,Mint_Mark,Other_Details,Province_Mint,Soverign_Issuer,Weight,wreck,image_url,type
Dav. 5939,Silver,gF Cracked,1622.0,,cracked,Wismar,Ferdinand II,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT01420-001.jpg,Taler
T/O. Dav. 8886,Silver,gF Bent,1612.0,,"Silver 93%poor, damaged",Zwolle - Imperial City,Rudolph II,11.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT01432-001.jpg,1/2 Rijksdaalder
Dav. 8886,Silver,P/G,1597.0,,Silver 93%,Zwolle - Imperial City,Rudolph II,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT01434-001.jpg,Rijksdaalder
Dav. 4990,Silver,VG,1620.0,,Silver 93%ZWOLLAE,Zwolle - Imperial City,Mathias I,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT01440-001.jpg,Rijksdaalder
Dav. 4990,Silver,VG,1627.0,,Silver 93%ZWOLL.,Zwolle - Imperial City,Mathias I,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT01441-001.jpg,Rijksdaalder
Dav. 8822,Silver,VG,1591.0,cross,Duke of Gelderland - Court of Zutphas? Silver 93%,Gelderland,William the Silent,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT01451-001.jpg,Burgundian Daalder
T/O. Dav. 8843 but 1/2 RD,Silver,P,1587.0,,Silver 93%,Holland,Unknown,8.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT01461-001.jpg,1/2 Leicester Rijksdaalder
Dav. 4832,Silver,F,1620.0,Rose,TRANS Sword Silver 93%,Overijssel,Unknown,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT01476-001.jpg,Rijksdaalder
T/O. Dav. 4844,Silver,VG,1620.0,Tower Middelburg,ZEL & Sword Silver 94%,Zeeland/Middleburg,Estates General,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT01502-001.jpg,Rijksdaalder
T/O. Dav. 9072,Silver,gF,1593.0,++ (Goslar),Tree across W.M. Different Shield Silver 94%mm=   + (goslar)           +,Braunschweig  - Wolfenbuttel/Goslar,Heinrich Julius,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT01513-001.jpg,Taler
Dav. 9159,Silver,aG,1597.0,,Silver 94%,Cologne,Rudolph II,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT04449-001.jpg,Taler
T/O. Dav. 5293,Silver,F,1625.0,HS SS(second S backwards),Type of 5293 but large flan dated 1625 Silver 94%,Frankfurt - City Republic,Ferdinand II,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT04456-001.jpg,Taler
Dav. 5364,Silver,EF,1620.0,Head facing left,Date between towers 162 Silver 94%,Hamburg - City,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT04459-001.jpg,Taler
T/O. Dav. 5364,Silver,VF,1621.0,Hand and flag,"Date 16Z1 Silver 94%Different windows in towers than for Dav. 5364, instead like 5365.",Hamburg - City,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT04461-001.jpg,Taler
Dav. 5365,Silver,aVF,1621.0,Hand & Flag,Silver 94%,Hamburg - City,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT04463-001.jpg,Taler
Dav. 5449,Silver,gF,1628.0,Sunburst,Silver 94%,Lubeck,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT04476-001.jpg,Taler
Dav. 9500,Silver,gF Bent,1570.0,Winged angel facing left,"Silver 94%Peter-Ernst I, Christoph II, Johann-Hoyer III (1558-1573)Bent",Mansfeld - Friedeberg Line,"Peter-Ernst I, Christoph II, Johann-Hoyer III",28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT04480-001.jpg,Taler
Dav. 5636,Silver,VF,1624.0,Cross,Silver 94%FERDINANDI II,Nuremberg - City Republic,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT04483-002.jpg,Taler
T/O. Dav. 9798 but 1/2 Taler and different reverse,Silver,VG,1572.0,HB,T/O Dav 9798 But diff reverse Silver 94%,Sachsen,August,12.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT04488-001.jpg,1/2 Taler
Dav. 9806,Silver,VF,1587.0,HB,1 De May 16 Silver 94%,Sachsen,Christian I,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT04492-001.jpg,Taler
Dav. 9820,Silver,F,1597.0,HB,Ag 94%,Sachsen,"Christian II, Johann Georg, August",28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT04493-001.jpg,Taler
Dav. 5941,Silver,aVF,1624.0,D over flag?,Ag 94%,Wismar,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT04499-001.jpg,Taler
Dav. 6226,Silver,F Corroded,1619.0,,Ag 94%Divided dateJoachim Ernst (1603-1625),Brandenburg - Ansbach,Joachim Ernst,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05136-001.jpg,Taler
T/O. Dav. 8980 but 1/2 Taler,Silver,VG Heavy Corr,1560.0,,,Bremen (Archbishopric),Georg of Brunswick,10.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05138-001.jpg,1/2 Taler
Dav. 5127,Silver,F Damaged,1625.0,,,Braunschweig  - City,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05140-001.jpg,Taler
Dav. 5127,Silver,VF Bent,1627.0,,Returned from TMAG to WAM on 15/12/2010.,Braunschweig  - City,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05141-001.jpg,Taler
Dav. 5127,Silver,VF Bent,1625.0,Crossed flags,,Braunschweig  - City,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05142-001.jpg,Taler
T/O. Dav. 9010,Silver,G,1582.0,,,Braunschweig  - Calenberg,Erich II,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05143-001.jpg,Taler
Sim. Dav. 6435 but 1/2 Taler,Silver,P,1624.0,,,Braunschweig  - Luneburg,Christian,9.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05144-001.jpg,1/2 Taler
Dav. 6435,Silver,F Corroded,1619.0,Half Moon,,Braunschweig  - Luneburg,Christian,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05145-001.jpg,Taler
Sim. Dav. 6457,Silver,VF,1624.0,H/S,Date Split,Braunschweig  - Luneburg,Christian,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05152-001.jpg,Taler
Dav. 6464,Silver,VF,1625.0,,Christianus B.L.,Braunschweig  - Luneburg,Christian,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05155-001.jpg,Taler
Dav. 6464,Silver,F,1625.0,,,Braunschweig  - Luneburg,Christian,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05157-001.jpg,Taler
T/O. Dav. 6465,Silver,F,1625.0,H/S,Variety,Braunschweig  - Luneburg,Christian,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05158-001.jpg,Taler
Dav. 6425,Silver,F light corrosion,1624.0,,Caesa,Braunschweig  - Luneburg - Dannenberg,Julius Ernst,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05162-001.jpg,Taler
Dav. 6426,Silver,aVF light corr,1624.0,,Caesarem,Braunschweig  - Luneburg - Dannenberg,Julius Ernst,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05163-001.jpg,Taler
T/O. Dav. 6405 but 1/2 Taler,Silver,gF Badly bent surface cracking,1622.0,HR,Badly bent,Braunschweig  - Luneburg - Harburg,Wilhelm,13.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05166-001.jpg,1/2 Taler
Dav. 6405 (Variety),Silver,gF,1622.0,crossed flags over Y,Providebi16ZZHarburg mint?,Braunschweig  - Luneburg - Harburg,Wilhelm,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05169-001.jpg,Taler
T/O. Dav. 6405,Silver,gVF,1624.0,HR over flag,Var.Vs,Braunschweig  - Luneburg - Harburg,Wilhelm,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05174-001.jpg,Taler
Dav. 9072,Silver,VG/G,1591.0,,,Braunschweig  - Wolfenbuttel,Heinrich Julius,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05181-001.jpg,Taler
Dav. 9090,Silver,VG Corrosion,1596.0,,Lugen Taler (Lie Taler)small text,Braunschweig  - Wolfenbuttel (Goslar),-,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05182-001.jpg,Taler - Lugen
Dav. 9072,Silver,aF,1595.0,,Returned from TMAG to WAM on 15/12/2010.,Braunschweig  - Wolfenbuttel,Heinrich Julius,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05183-001.jpg,Taler
Dav. 6285,Silver,F,1602.0,Zellerfeld mint - heart with crown above,Wildman Taler,Braunschweig  - Wolfenbuttel,Heinrich Julius,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05184-001.jpg,Taler
Dav. 6285,Silver,gF,1602.0,,Wildman Taler,Braunschweig  - Wolfenbuttel,Heinrich Julius,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05185-001.jpg,Taler
T/O. Dav. 6285 but 1/2 Taler,Silver,gF half corr rev,1604.0,,Wildman Taler,Braunschweig  - Wolfenbuttel,Heinrich Julius,10.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05187-001.jpg,1/2 Taler
T/O. Dav. 6285 but 1/2 Taler,Silver,VG,1605.0,Zellerfeld mint - heart with crown above,Wildman Taler,Braunschweig  - Wolfenbuttel,Heinrich Julius,12.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05188-001.jpg,1/2 Taler
Dav. 6285,Silver,F Corroded,1606.0,Zellerfeld mint - heart with crown above,Wildman Taler   Date 1*6*0*6*,Braunschweig  - Wolfenbuttel,Heinrich Julius,23.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05190-001.jpg,Taler
Dav. 6285,Silver,F,1611.0,Zellerfeld mint - heart with crown above,Wildman TalerV type,Braunschweig  - Wolfenbuttel,Heinrich Julius,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05195-001.jpg,Taler
Dav. 6285,Silver,F,1612.0,Zellerfeld mint - heart with crown above,Wildman Taler,Braunschweig  - Wolfenbuttel,Heinrich Julius,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05196-001.jpg,Taler
Dav. 6285,Silver,F,1611.0,,Wildman Taler.Returned from TMAG to WAM on 15/12/2010.,Braunschweig  - Wolfenbuttel,Heinrich Julius,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05197-001.jpg,Taler
T/O. Dav. 6303,Silver,aVF sl corr,1616.0,Zellerfeld mint - heart with crown above,Wildman  TalerWildman and the mm positioning similar to Dav 6302 but without the decoration around the outside and decorative date,Braunschweig  - Wolfenbuttel,Friedrich Ulrich,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05201-001.jpg,Taler
Dav. 6303,Silver,F Corroded,1616.0,Zellerfeld mint - heart with crown above,Wildman  TalerWildman and the mm positioning similar to Dav 6302 but without the decoration around the outside and decorative date,Braunschweig  - Wolfenbuttel,Friedrich Ulrich,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05202-001.jpg,Taler
Dav. 6303,Silver,Sl. bent F,1622.0,HS,Wildman  TalerHS wildman’s head /,Braunschweig  - Wolfenbuttel,Friedrich Ulrich,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05212-001.jpg,Taler
Dav. 6303,Silver,gF stained,1623.0,HS,Wildman  Talerstainedwas: aVF,Braunschweig  - Wolfenbuttel,Friedrich Ulrich,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05213-001.jpg,Taler
Dav. 6303,Silver,Corr F,1623.0,HL,Wildman  Taler16Z3mm above wildman’s head,Braunschweig  - Wolfenbuttel,Friedrich Ulrich,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05215-001.jpg,Taler
Dav. 6303,Silver,VF Stained,1624.0,HL,Wildman  Talermm: H (wildman’s head) L,Braunschweig  - Wolfenbuttel,Friedrich Ulrich,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05216-001.jpg,Taler
Dav. 6303,Silver,VG Corr stained,1624.0,HL,Wildman  Talermm: HL above wildman’s head,Braunschweig  - Wolfenbuttel,Friedrich Ulrich,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05217-001.jpg,Taler
Dav. 6303,Silver,aVF Sl. Bent,1619.0,No mm,Wildman  Taler,Braunschweig  - Wolfenbuttel,Friedrich Ulrich,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05220-001.jpg,Taler
T/O. Dav. 6303 but 1/2 Taler,Silver,VG Corr.,1621.0,,Wildman  TalerT/O. Dav. 6303 but 1/2 Taler - without the helmeted figures above the shield on obv.,Braunschweig  - Wolfenbuttel,Friedrich Ulrich,11.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05221-001.jpg,1/2 Taler
"T/O, Dav. 6303 but 1/2 Taler",Silver,gF Damaged,1614.0,Zellerfeld mint - heart with crown above,Wildman  Taler (Head in circle),Braunschweig  - Wolfenbuttel,Friedrich Ulrich,14.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05222-001.jpg,1/2 Taler
T/O. Dav. 5289,Silver,aVF Corr,1621.0,,Var. is under date,Frankfurt - City Republic,Ferdinand II,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05242-001.jpg,Taler
Dav. 5290,Silver,aF,1621.0,,Date on obverse.Returned from TMAG to WAM on 15/12/2010.,Frankfurt - City Republic,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05244-001.jpg,Taler
Dav. 5289,Silver,aF,1622.0,,16ZZ - * under first 2 (Z)SIS,Frankfurt - City Republic,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05250-001.jpg,Taler
Dav. 5289,Silver,aF,1622.0,,16ZZ - * under first 2 (Z)SIS,Frankfurt - City Republic,Ferdinand II,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05251-001.jpg,Taler
Dav. 5290,Silver,VG,1623.0,,,Frankfurt - City Republic,Ferdinand II,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05254-001.jpg,Taler
Dav. 5291,Silver,VF some cracking,1624.0,,Dav. 5291 but date not on eagle side - date on rev (+ side),Frankfurt - City Republic,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05263-001.jpg,Taler
Dav. 5291,Silver,gF,1624.0,,date on + side,Frankfurt - City Republic,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05265-001.jpg,Taler
Dav. 5291,Silver,F,1624.0,,date on + side,Frankfurt - City Republic,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05267-001.jpg,Taler
Dav. 5293,Silver,aF heavy corr,1625.0,,,Frankfurt - City Republic,Ferdinand II,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05268-001.jpg,Taler
Dav. 5293,Silver,aVF/F,1625.0,,16Z5,Frankfurt - City Republic,Ferdinand II,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05270-001.jpg,Taler
Dav. 5287 - 93 block,Silver,gVG,1620.0,,,Frankfurt - City Republic,Ferdinand II,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05288-001.jpg,Taler
T/O. Dav. 5357 but 1/2 Taler,Silver,F/P Obv stained/rev heavy corr,1602.0,,"obv stained, rev very heavy corrosion",Hamburg,Rudolph II,10.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05320-001.jpg,1/2 Taler
T/O. Dav. 5364 but 1/2 Taler,Silver,VG heavy corr,1621.0,,heavy corrosion,Hamburg,Rudolph II,11.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05321-001.jpg,1/2 Taler
